Date,Open,High,Low,Close,Adj Close,Volume
2020-07-22,680.250000,696.000000,675.500000,693.200012,693.200012,1727347
2020-07-23,697.099976,698.750000,668.400024,681.700012,681.700012,2053661
2020-07-24,681.450012,688.000000,665.599976,680.000000,680.000000,869014
2020-07-27,680.150024,680.900024,663.500000,666.900024,666.900024,677160
2020-07-28,667.150024,679.700012,665.200012,677.450012,677.450012,831857
2020-07-29,667.000000,684.750000,667.000000,680.150024,680.150024,971664
2020-07-30,686.950012,692.000000,676.099976,682.650024,682.650024,1029667
