Date,Open,High,Low,Close,Adj Close,Volume
2020-07-22,4091.000000,4107.950195,4036.000000,4045.300049,4045.300049,8353
2020-07-23,4059.000000,4115.000000,4031.000000,4047.600098,4047.600098,16034
2020-07-24,4047.600098,4071.350098,4003.899902,4021.750000,4021.750000,7315
2020-07-27,4029.850098,4070.949951,4000.050049,4057.199951,4057.199951,8670
2020-07-28,4068.000000,4201.000000,4055.149902,4192.100098,4192.100098,19380
2020-07-29,4219.899902,4250.000000,4163.149902,4177.649902,4177.649902,8801
2020-07-30,4177.000000,4214.750000,4128.100098,4151.700195,4151.700195,8577
